,inst_id,solution,sol_feasible,no_occ,objective,orig_obj
361,UDMIS7TG,000001000000010000011001000000,True,1.0,-5.0,5.0
362,UDMIS7TG,111001101101000001011010011000,True,1.0,-14.0,14.0
363,UDMIS7TG,100001000100010010110001110001,False,1.0,51.0,
364,UDMIS7TG,111101000001100000000100100100,True,1.0,-10.0,10.0
365,UDMIS7TG,111000101000010100001110101100,True,1.0,-13.0,13.0
366,UDMIS7TG,111101001100110010101001001000,True,1.0,-14.0,14.0
367,UDMIS7TG,010101101000000100001000111001,True,1.0,-11.0,11.0
368,UDMIS7TG,101000000001100000001001110000,True,1.0,-8.0,8.0
369,UDMIS7TG,111101101100110010100000110000,True,1.0,-14.0,14.0
370,UDMIS7TG,111001100000110000001100111101,True,1.0,-14.0,14.0
371,UDMIS7TG,110010100000001000001000100001,True,1.0,-8.0,8.0
372,UDMIS7TG,101000000001010000011000110000,True,1.0,-8.0,8.0
373,UDMIS7TG,000001000010100001011000110100,True,1.0,-9.0,9.0
374,UDMIS7TG,101001100001010001001010110100,True,1.0,-12.0,12.0
375,UDMIS7TG,010000110100010010001001100001,False,1.0,21.0,
376,UDMIS7TG,000011000000001010001110011101,True,1.0,-11.0,11.0
